id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],product_tags[2],style[0]
M11,Araç MP3 30W M11,"30W hızlı şarjlı, Bluetooth FM verici araç MP3 çalar.",in stock,new,4.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20MP3%2030W%20M11%20%28M11%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/M11.jpeg,,Deluxse,Electronics > Electronics Accessories > Vehicle Electronics > Vehicle Audio Video > Vehicle FM Transmitters,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
M12,Araç MP3 48W M12,"48W hızlı şarjlı, Bluetooth FM verici araç MP3 çalar.",in stock,new,6.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20MP3%2048W%20M12%20%28M12%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/M12.jpeg,,Deluxse,Electronics > Electronics Accessories > Vehicle Electronics > Vehicle Audio Video > Vehicle FM Transmitters,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
M9,Speaker M9,Mini taşınabilir Bluetooth hoparlör.,in stock,new,6.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20M9%20%28M9%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
MAGSAFE-RING5,MagSafe Metal Halka (5'li Set),"Telefon kılıfına yapıştırılabilen MagSafe uyumlu metal halka, 5'li set.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20MagSafe%20Metal%20Halka%20%285%27li%20Set%29%20%28MAGSAFE-RING5%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/MAGSAFE-RING5.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/MAGSAFE-RING5-alt1.jpeg,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
MAGSAFE-WALLET-GENERIC,MagSafe Cüzdan (Kart Tutucu),MagSafe uyumlu deri kart tutucu cüzdan.,in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20MagSafe%20C%C3%BCzdan%20%28Kart%20Tutucu%29%20%28MAGSAFE-WALLET-GENERIC%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/MAGSAFE-WALLET-GENERIC.jpeg,,Generic,Electronics > Communications > Telephony > Mobile Phone Accessories,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
MD1217,Nostalji Radyo MD1217,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,16.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20MD1217%20%28MD1217%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/MD1217.jpeg,,Generic,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
MJ481-RGB,Işıklı RGB Tripod (4 boy seçenekli),"RGB ışıklı, 4 farklı boy seçenekli tripod. (Fiyat ekran görüntüsünde görünmüyor, kontrol edin)",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20I%C5%9F%C4%B1kl%C4%B1%20RGB%20Tripod%20%284%20boy%20se%C3%A7enekli%29%20%28MJ481-RGB%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Heartz,Cameras & Optics > Camera & Optic Accessories > Tripods & Monopods,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
MK031,Araç Aux kablo MK031,Araç için Aux ses kablosu.,in stock,new,0.45 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20Aux%20kablo%20MK031%20%28MK031%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/MK031.jpeg,,BlueWolf,Electronics > Electronics Accessories > Audio Accessories > Auxiliary Cables,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
MPL99,Araç tutucu MPL99,Manyetik havalandırma araç telefon tutucusu.,in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20MPL99%20%28MPL99%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Mopal,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
NML01,USB Nemlendirici NML-01,"7 renkli ışıklı, USB girişli ultrasonik hava nemlendirici (humidifier).",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20USB%20Nemlendirici%20NML-01%20%28NML01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/NML01.jpeg,"https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/NML01-alt1.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/NML01-alt2.jpeg",Arbaks,Home & Garden > Household Appliances > Climate Control Appliances > Humidifiers,,,,,,,,,,,,,,,,,,,Ev Aletleri,,Yeni,
NV11,Araç iOS Aux NV11,iOS (Lightning) to 3.5mm Aux ses dönüştürücü kablo.,in stock,new,1.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20iOS%20Aux%20NV11%20%28NV11%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/NV11.jpeg,,Generic,Electronics > Electronics Accessories > Audio Accessories > Auxiliary Cables,,,,,,,,,,,,,,,,,,,Araç Aksesuar,iOS,,
OTG-TC-4C,Type-C OTG Adaptör (4 Renk),"Type-C girişli, çoklu renk seçenekli OTG USB adaptör.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Type-C%20OTG%20Adapt%C3%B6r%20%284%20Renk%29%20%28OTG-TC-4C%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/OTG-TC-4C.jpeg,,Generic,Electronics > Electronics Accessories > Adapters,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
PD01,Araç MP3 20W PD01,"PD 20W + QC3.0 hızlı şarjlı, çok fonksiyonlu kablosuz FM verici araç şarj cihazı.",in stock,new,4.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20MP3%2020W%20PD01%20%28PD01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/PD01.jpeg,,Deluxse,Electronics > Electronics Accessories > Vehicle Electronics > Vehicle Audio Video > Vehicle FM Transmitters,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
RH01,Kablo PD iOS 20W RH01,20W Type-C to Lightning hızlı şarj kablosu.,in stock,new,1.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20PD%20iOS%2020W%20RH01%20%28RH01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RH01.jpeg,,RU-HATECH,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,iOS,,
RH02,Kablo PD PD 60W RH02,60W Type-C to Type-C hızlı şarj kablosu.,in stock,new,1.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20PD%20PD%2060W%20RH02%20%28RH02%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RH02.jpeg,,RU-HATECH,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
RH03,Şarj PD iOS RH03,Power Delivery destekli iOS uyumlu hızlı şarj adaptörü ve kablo seti.,in stock,new,2.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C5%9Earj%20PD%20iOS%20RH03%20%28RH03%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RH03.jpeg,,RU-HATECH,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Şarj Grubu,iOS,,
RH572,Şarj 67W Type-C RH572,67W Type-C uyumlu hızlı şarj adaptörü ve kablo seti.,in stock,new,3.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C5%9Earj%2067W%20Type-C%20RH572%20%28RH572%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RH572-1786006844640.jpeg,,RU-HATECH,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Şarj Grubu,Type-C,,
RH573,Şarj 18W iOS RH573,18W iOS uyumlu hızlı şarj adaptörü ve kablo seti.,in stock,new,1.85 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C5%9Earj%2018W%20iOS%20RH573%20%28RH573%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RH573.jpeg,,RU-HATECH,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Şarj Grubu,iOS,,
RH574,Şarj 18W Type-C RH574,18W Type-C uyumlu hızlı şarj adaptörü ve kablo seti.,in stock,new,1.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C5%9Earj%2018W%20Type-C%20RH574%20%28RH574%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RH574.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RH574-alt1.jpeg,RU-HATECH,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Şarj Grubu,Type-C,,
RT710,Nostalji Radyo RT710,"Nostaljik görünümlü, kablosuz Bluetooth radyo hoparlör.",in stock,new,16.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20RT710%20%28RT710%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RT710.jpeg,,Everton,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
RT719,Nostalji Radyo RT719,"Saatli, nostaljik görünümlü kablosuz Bluetooth radyo hoparlör.",in stock,new,18.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Nostalji%20Radyo%20RT719%20%28RT719%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RT719.jpeg,,Everton,Electronics > Audio > Audio Components > Radios,,,,,,,,,,,,,,,,,,,Nostalji Radyo,,,
RT777,Metal stand ve tutucu RT777,Metal halka telefon tutucu ve standı.,in stock,new,9.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Metal%20stand%20ve%20tutucu%20RT777%20%28RT777%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RT777.jpeg,,Heartz,Electronics > Electronics Accessories > Mounts,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
RUHATECH-CASE,Ruhatech Plain Kapak,"iPhone modelleri için MagSafe uyumlu, kadife içi, çeşitli renklerde silikon kılıf.",in stock,new,0.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ruhatech%20Plain%20Kapak%20%28RUHATECH-CASE%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/RUHATECH-CASE.jpeg,,RU-HATECH,Electronics > Communications > Telephony > Mobile Phone Accessories > Mobile Phone Cases,,,,,,,,,,,,,,,,,,,Aksesuar,,Yeni,
SDT01,Metal stand SDT01,"Metal, döner telefon/tablet standı.",in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Metal%20stand%20SDT01%20%28SDT01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Mounts,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
STD02,Metal stand STD02,Metal telefon standı.,in stock,new,1.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Metal%20stand%20STD02%20%28STD02%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/STD02.jpeg,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/STD02-alt1.jpeg,Heartz,Electronics > Electronics Accessories > Mounts,,,,,,,,,,,,,,,,,,,Stand Ve Tripod,,,
SX57,Kablo micro 6A SX57,6A micro USB data ve şarj kablosu.,in stock,new,0.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20micro%206A%20SX57%20%28SX57%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Micro USB,,
SX59,Kablo Type-C 6A SX59,6A Type-C data ve şarj kablosu.,in stock,new,1.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20Type-C%206A%20SX59%20%28SX59%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
TC21,Kulaklık Type-C TC21,Type-C bağlantılı kablolu kulaklık.,in stock,new,2.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20Type-C%20TC21%20%28TC21%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/TC21.jpeg,,Heartz,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,Type-C,,
TPC01,Kulaklık Type-C TPC01,Type-C bağlantılı kablolu kulaklık.,in stock,new,2.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kulakl%C4%B1k%20Type-C%20TPC01%20%28TPC01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/TPC01.jpeg,,Heartz,Electronics > Electronics Accessories > Audio > Headphones,,,,,,,,,,,,,,,,,,,Kulaklık Grubu,Type-C,,
VRX412,Kablo iOS 2M VRX412,2 metre uzunluğunda 3.1A iOS (Lightning) hızlı şarj kablosu.,in stock,new,1.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20iOS%202M%20VRX412%20%28VRX412%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Veltex,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,iOS,,
VTX001,Şarj Başlığı 10W USB VTX001,10W USB bağlantılı şarj başlığı.,in stock,new,1.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C5%9Earj%20Ba%C5%9Fl%C4%B1%C4%9F%C4%B1%2010W%20USB%20VTX001%20%28VTX001%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Veltex,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Şarj Başlığı,USB,,
VTX002,Şarj Başlığı 13W USB VTX002,13W USB bağlantılı şarj başlığı.,in stock,new,1.20 USD,https://wa.me/905456387347?text=Merhaba%2C%20%C5%9Earj%20Ba%C5%9Fl%C4%B1%C4%9F%C4%B1%2013W%20USB%20VTX002%20%28VTX002%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/VTX002-1786008959137.jpeg,,Veltex,Electronics > Electronics Accessories > Power > Power Adapters & Chargers,,,,,,,,,,,,,,,,,,,Şarj Başlığı,USB,,
VTX400,Kablo iOS VTX400,iOS (Lightning) hızlı şarj kablosu.,in stock,new,0.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20iOS%20VTX400%20%28VTX400%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Veltex,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,iOS,,
VTX401-60W,Kablo PD PD 60W 1.5M VTX401,"1.5 metre 60W Type-C to Type-C hızlı şarj kablosu. (Kod ekran görüntüsünde kesik görünüyor, kontrol edin)",in stock,new,2.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20PD%20PD%2060W%201.5M%20VTX401%20%28VTX401-60W%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Veltex,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
VTX402,Kablo Type-C VTX402,Type-C örgülü hızlı şarj kablosu.,in stock,new,0.75 USD,https://wa.me/905456387347?text=Merhaba%2C%20Kablo%20Type-C%20VTX402%20%28VTX402%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Veltex,Electronics > Electronics Accessories > Cables > Cell Phone Cables,,,,,,,,,,,,,,,,,,,Kablo Grubu,Type-C,,
W10,Araç tutucu ve şarj W10,MagSafe uyumlu araç telefon tutucusu ve kablosuz şarj cihazı.,in stock,new,14.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ve%20%C5%9Farj%20W10%20%28W10%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/W10.jpeg,,Deluxse,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
X160,Speaker Karaoke X160,Karaoke özellikli taşınabilir Bluetooth hoparlör.,in stock,new,11.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20Karaoke%20X160%20%28X160%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
X8,Araç MP3 X8,"Bluetooth 5.0, çift USB hızlı şarjlı FM verici araç MP3 çalar.",in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20MP3%20X8%20%28X8%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/X8.jpeg,,Generic,Electronics > Electronics Accessories > Vehicle Electronics > Vehicle Audio Video > Vehicle FM Transmitters,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
ZQS1202,Speaker ZQS1202,Işıklı mini Bluetooth hoparlör.,in stock,new,3.25 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20ZQS1202%20%28ZQS1202%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
ZQS1440,Speaker ZQS1440,Taşınabilir kablosuz Bluetooth hoparlör.,in stock,new,13.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20ZQS1440%20%28ZQS1440%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ZQS1440.jpeg,,Generic,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
ZQS8151,Speaker ZQS8151,"Mikrofonlu, ışıklı taşınabilir Bluetooth hoparlör.",in stock,new,18.50 USD,https://wa.me/905456387347?text=Merhaba%2C%20Speaker%20ZQS8151%20%28ZQS8151%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,https://raw.githubusercontent.com/bulentkeskiner/RuhaTechKatalog/main/urun-fotolari/ZQS8151.jpeg,,Generic,Electronics > Audio > Audio Components > Speakers,,,,,,,,,,,,,,,,,,,Speaker,,,
ZT01,Araç tutucu ZT01,Ayna montajlı telefon tutucu.,in stock,new,2.00 USD,https://wa.me/905456387347?text=Merhaba%2C%20Ara%C3%A7%20tutucu%20ZT01%20%28ZT01%29%20%C3%BCr%C3%BCn%C3%BC%20hakk%C4%B1nda%20bilgi%20almak%20istiyorum.,,,Generic,Vehicles & Parts > Vehicle Parts & Accessories > Vehicle Electronics > Vehicle Mounts,,,,,,,,,,,,,,,,,,,Araç Aksesuar,,,
